City_ID,City,Country,Lat,lng,Max Temp,Humidity,Cloudiness,wind Speed,Description
469,Sassandra,CI,4.95,-6.0833,76.21,93,70,4.97,light rain
470,Palmas,BR,-10.2128,-48.3603,75.07,100,75,4.61,broken clouds
471,Hoquiam,US,46.9809,-123.8893,48.18,78,100,8.05,overcast clouds
472,Potsdam,DE,52.3989,13.0657,43.09,96,100,6.67,overcast clouds
473,Meulaboh,ID,4.1363,96.1285,83.62,66,100,2.17,overcast clouds
474,College,US,64.8569,-147.8028,17.55,44,20,6.91,few clouds
475,Anloga,GH,5.7947,0.8973,82.09,80,100,11.74,overcast clouds
476,Mackay,AU,-21.15,149.2,94.68,76,9,10.74,clear sky
477,Halifax,CA,44.6453,-63.5724,32.22,51,100,11.01,overcast clouds
478,Takoradi,GH,4.8845,-1.7554,78.91,87,100,5.97,overcast clouds
479,Assiniboia,CA,49.6334,-105.9845,28.22,86,10,13.8,clear sky
480,Harlingen,US,26.1906,-97.6961,59.2,99,100,9.22,overcast clouds
481,Qatana,SY,33.4354,36.0815,52.23,17,2,4.76,clear sky
482,Monrovia,LR,6.3005,-10.7969,76.77,84,73,5.35,broken clouds
483,Mpika,ZM,-11.8343,31.4529,63.7,94,93,5.08,overcast clouds
484,Jertih,MY,5.7336,102.4897,95.07,58,65,8.39,broken clouds
485,Nuuk,GL,64.1835,-51.7216,27.21,86,75,13.8,broken clouds
486,La Ronge,CA,55.1001,-105.2842,30.45,69,0,14.97,clear sky
487,Mabaruma,GY,8.2,-59.7833,73.18,80,98,4.47,overcast clouds
488,Gravdal,NO,68.1214,13.5031,39.61,89,99,12.66,overcast clouds
489,Rio Cuarto,AR,-33.1307,-64.3499,66.67,88,0,10.36,clear sky
490,Piet Retief,ZA,-27.0071,30.8132,63.32,47,0,2.15,clear sky
491,Pavlovsk,RU,50.4578,40.1081,49.57,61,100,10.98,overcast clouds
492,Fortuna,US,40.5982,-124.1573,48.54,91,100,4.12,overcast clouds
493,Yeniseysk,RU,58.4497,92.1703,18.91,54,95,9.1,overcast clouds
494,Xiamen,CN,24.4798,118.0819,69.85,49,20,13.42,few clouds
495,Yaan,NG,7.3833,8.5667,80.94,72,100,9.01,overcast clouds
496,Waddan,LY,29.1614,16.139,61.7,48,45,7.78,scattered clouds
497,Maningrida,AU,-12.0667,134.2667,79.74,84,89,9.86,overcast clouds
498,Vung Tau,VN,10.346,107.0843,86.32,62,38,18.12,scattered clouds
499,Putyatino,RU,54.16,41.1169,45.09,60,14,8.97,few clouds
500,Tabou,CI,4.423,-7.3528,77.81,89,88,5.55,overcast clouds
501,Guerrero Negro,MX,27.9769,-114.0611,56.95,78,0,12.64,clear sky
502,San Juan,AR,-31.5375,-68.5364,73.49,50,11,9.82,few clouds
503,Ugoofaaru,MV,5.6667,73.0,83.21,72,20,9.42,few clouds
504,Suntar,RU,62.1444,117.6319,9.9,72,67,12.57,broken clouds
505,San Carlos De Bariloche,AR,-41.1456,-71.3082,45.45,55,0,6.91,clear sky
506,Dibulla,CO,11.2725,-73.3091,74.59,89,99,3.47,light rain
507,Hagere Selam,ET,6.4833,38.5167,56.73,73,56,6.02,broken clouds
508,Avera,US,33.194,-82.5271,50.05,88,100,14.83,overcast clouds
509,Boa Vista,BR,2.8197,-60.6733,76.98,61,0,3.44,clear sky
510,Niksic,ME,42.7731,18.9445,31.86,83,100,1.41,overcast clouds
511,Okha,RU,53.5739,142.9478,29.05,80,100,19.62,overcast clouds
512,Serra Talhada,BR,-7.9919,-38.2983,71.78,82,68,3.74,broken clouds
513,Tuatapere,NZ,-46.1333,167.6833,53.06,77,0,2.55,clear sky
514,Shitkino,RU,56.3703,98.3543,21.07,53,29,7.11,scattered clouds
515,Bubaque,GW,11.2833,-15.8333,77.14,66,69,14.79,broken clouds
516,Dubrovka,RU,53.6907,33.5071,45.81,63,98,8.66,overcast clouds
517,Kamaishi,JP,39.2667,141.8833,50.7,82,100,1.12,light rain
518,Wana,PK,32.2989,69.5725,69.26,26,0,4.61,clear sky
519,Den Helder,NL,52.9599,4.7593,40.98,89,21,13.0,few clouds
520,Tongren,CN,27.7172,109.1853,68.16,40,56,5.01,broken clouds
521,Pisco,PE,-13.7,-76.2167,75.25,83,49,6.91,scattered clouds
522,Fara In Sabina,IT,42.2089,12.7292,44.37,92,100,1.01,moderate rain
523,Trat,TH,12.5,102.5,97.0,47,41,5.64,scattered clouds
524,Chadiza,ZM,-14.0678,32.4392,67.8,86,32,3.71,scattered clouds
525,Dalby,AU,-27.1833,151.2667,78.28,24,0,21.21,clear sky
526,Limburg,NL,51.25,6.0,46.98,91,100,3.13,overcast clouds
527,Byron Bay,AU,-28.65,153.6167,79.72,37,0,11.86,clear sky
528,Hohhot,CN,40.8106,111.6522,52.92,29,0,11.18,clear sky
529,Cabra,ES,37.4725,-4.4421,50.76,39,2,5.12,clear sky
530,Fort Nelson,CA,58.8053,-122.7002,44.19,77,75,16.11,light rain
531,Nazca,PE,-14.8333,-74.95,72.03,77,78,2.46,broken clouds
532,Troitskoye,RU,52.9821,84.6757,26.58,47,100,10.22,overcast clouds
533,Honningsvag,NO,70.9821,25.9704,38.95,81,100,19.57,light rain
534,Conakry,GN,9.538,-13.6773,78.87,94,0,4.61,clear sky
535,Vermilion,US,40.1667,-87.7506,44.56,66,0,4.61,clear sky
536,Palu,ID,-0.8917,119.8707,86.63,66,68,5.84,broken clouds
537,Gizo,SB,-8.103,156.8419,84.27,68,83,4.7,light rain
538,Chingirlau,KZ,51.095,54.0814,37.74,54,78,19.04,broken clouds
539,Berlevag,NO,70.8578,29.0864,37.4,87,100,21.85,overcast clouds
540,Pilar,BR,-9.5972,-35.9567,75.13,95,99,2.06,overcast clouds
541,Ahipara,NZ,-35.1667,173.1667,62.17,74,92,6.29,overcast clouds
542,Kijang,KR,35.2442,129.2139,62.33,25,3,14.25,clear sky
543,Pithoragarh,IN,29.5833,80.2167,75.67,22,12,3.65,few clouds
544,Sitrah,BH,26.1547,50.6206,77.95,55,0,6.91,clear sky
545,Kuah,MY,6.3265,99.8432,91.38,62,20,6.91,few clouds
546,Emerald,AU,-23.5333,148.1667,90.34,26,0,15.43,clear sky
547,Kemise,ET,10.7167,39.8667,73.71,56,94,1.25,overcast clouds
548,Matagami,CA,49.7502,-77.6328,1.51,71,0,3.44,clear sky
549,Dayong,CN,25.0209,118.2898,67.14,58,67,8.57,broken clouds
550,Gamba,GA,-2.65,10.0,78.03,88,99,4.12,overcast clouds
551,Masuguru,TZ,-11.3667,38.4167,75.24,92,96,2.13,overcast clouds
552,Shache,CN,38.4167,77.2406,67.57,10,0,4.65,clear sky
553,Montague,US,42.5356,-72.5351,37.54,57,100,3.71,overcast clouds
554,La Asuncion,VE,11.0333,-63.8628,75.22,90,100,17.58,overcast clouds
555,Zakamensk,RU,50.3741,103.2863,53.91,19,81,12.71,broken clouds
556,Yuanping,CN,38.7153,112.7575,57.56,15,80,5.57,broken clouds
557,Brownsville,US,25.9018,-97.4975,58.98,98,100,8.05,moderate rain
558,Laguna,US,38.421,-121.4238,56.17,78,0,8.05,clear sky
559,Ilek,RU,51.5271,53.3831,40.08,50,10,17.96,clear sky
560,Kruisfontein,ZA,-34.0033,24.7314,61.88,84,100,9.44,light rain
561,Leh,IN,34.1667,77.5833,28.78,51,2,2.39,clear sky
562,Birnin Kebbi,NG,12.4539,4.1975,85.66,21,74,6.22,broken clouds
563,Umm Lajj,SA,25.0213,37.2685,86.76,38,0,11.16,clear sky
564,Mongoumba,CF,3.6415,18.5936,76.93,70,85,0.83,overcast clouds
565,Micheweni,TZ,-4.9667,39.8333,84.11,69,95,5.64,light rain
566,Sept-Iles,CA,50.2001,-66.3821,21.2,53,20,14.97,few clouds
567,White Oak,US,39.2131,-84.5994,44.55,67,0,9.22,clear sky
568,Olivenza,ES,38.6832,-7.103,45.32,60,8,2.71,clear sky
569,Binzhou,CN,37.3667,118.0167,66.99,17,12,11.88,few clouds
570,Izhma,RU,65.0083,53.9113,33.89,100,100,7.34,overcast clouds
571,Kabare,CD,-2.4683,28.8242,66.54,89,13,2.42,few clouds
572,Kibre Mengist,ET,5.8833,38.9833,70.14,62,25,4.79,scattered clouds
573,Mount Gambier,AU,-37.8333,140.7667,58.6,62,98,13.6,overcast clouds
574,Yar-Sale,RU,66.8333,70.8333,3.36,89,80,15.77,broken clouds
575,Awbari,LY,26.5921,12.7805,67.78,26,21,8.12,few clouds
576,Kuala Pilah,MY,2.7389,102.2487,88.59,70,47,3.42,scattered clouds
577,Zalantun,CN,48.0,122.7167,58.84,14,7,14.23,clear sky
578,Wenling,CN,28.3669,121.36,58.3,58,9,13.4,clear sky
579,Marathon,US,44.9,-89.7668,34.84,91,100,8.05,light snow
580,San Pedro De Ycuamandiyu,PY,-24.0917,-57.0764,64.27,93,1,2.33,clear sky
581,Sioux Lookout,CA,50.1001,-91.917,17.67,93,0,2.3,clear sky
582,Remontnoye,RU,46.5614,43.6501,57.74,58,85,13.2,overcast clouds
583,Rocha,UY,-34.4833,-54.3333,56.1,89,0,2.26,clear sky
584,Bandarbeyla,SO,9.4942,50.8122,81.57,70,79,7.54,broken clouds
585,Urengoy,RU,65.9667,78.3667,5.09,87,100,20.36,overcast clouds
586,Loreto,MX,22.2667,-101.9667,60.15,49,79,5.48,broken clouds
587,Mapiripan,CO,2.8892,-72.1256,72.48,95,95,3.47,overcast clouds
588,Rio Gallegos,AR,-51.6226,-69.2181,41.05,75,0,11.5,clear sky
589,Williams Lake,CA,52.1415,-122.1445,44.17,45,0,11.5,clear sky
590,Buta,CD,2.7858,24.73,71.89,94,94,1.19,overcast clouds
591,Bayir,TR,37.2687,28.2167,41.52,65,100,1.88,overcast clouds
592,Yamada,JP,39.4667,141.95,50.04,84,100,3.67,light rain
593,Purranque,CL,-40.9167,-73.1667,39.27,99,55,2.53,broken clouds
594,Isangel,VU,-19.55,169.2667,80.47,77,36,0.85,scattered clouds
595,Pangoa,PE,-12.1167,-73.0,66.54,99,100,0.87,overcast clouds
596,Banjar,ID,-8.19,114.9675,87.31,60,98,2.42,overcast clouds
597,Mbuyapey,PY,-26.2,-56.75,62.2,88,3,3.33,clear sky
598,Cayenne,GF,4.9333,-52.3333,69.84,100,20,0.0,few clouds
599,West Bay,KY,19.3667,-81.4167,79.0,76,9,1.01,clear sky
600,Hauterive,FR,46.0901,3.4459,30.96,93,7,0.83,clear sky
601,Tiverton,GB,50.9,-3.4833,44.06,93,20,3.44,few clouds
602,Kiama,AU,-34.6833,150.8667,75.38,52,50,13.0,scattered clouds
603,Panzhihua,CN,26.5851,101.7128,85.35,18,0,3.94,clear sky
604,Makakilo City,US,21.3469,-158.0858,73.0,85,100,0.0,overcast clouds
605,Saryagash,KZ,41.4511,69.1701,73.36,45,100,13.82,overcast clouds
606,Heihe,CN,50.2441,127.4902,48.78,17,0,2.91,clear sky
607,Moussoro,TD,13.6408,16.4901,85.93,12,70,4.81,broken clouds
608,Tautira,PF,-17.7333,-149.15,84.04,73,100,22.21,overcast clouds
609,Jodhpur,IN,26.2867,73.03,92.59,10,4,10.04,clear sky
610,Poum,NC,-20.2333,164.0167,78.17,64,2,5.77,clear sky
611,Puerto Baquerizo Moreno,EC,-0.9,-89.6,79.11,79,100,2.57,overcast clouds
612,Vertientes,CU,21.2594,-78.1464,69.51,86,1,5.75,clear sky
613,Frankfort,ZA,-27.2667,28.4833,64.96,41,2,2.98,clear sky
614,Culebra,PR,18.303,-65.301,78.89,84,75,13.0,broken clouds
615,Punta Cardon,VE,11.6581,-70.215,77.2,82,88,20.98,overcast clouds
616,Kota Bahru,MY,6.1333,102.2386,95.14,66,20,11.5,few clouds
617,Lucera,IT,41.5082,15.3351,48.06,87,0,3.44,clear sky
618,Pouebo,NC,-20.4,164.5667,78.57,69,8,3.42,clear sky
619,Road Town,VG,18.4167,-64.6167,78.89,77,87,20.78,overcast clouds
620,Sale,MA,34.0389,-6.8166,59.76,100,75,5.75,mist
621,Sembe,CG,1.6481,14.5806,72.73,95,100,1.66,overcast clouds
622,Gobabis,NA,-22.45,18.9667,69.64,41,36,1.59,scattered clouds
623,Gornopravdinsk,RU,60.05,69.9,30.31,71,100,12.68,overcast clouds
624,Aguimes,ES,27.9054,-15.4461,59.67,63,20,6.91,few clouds
625,Taksimo,RU,56.3444,114.8794,32.47,88,86,4.18,snow
626,Isla Vista,US,34.4133,-119.861,59.02,81,98,8.43,overcast clouds
627,Georgiyevka,KZ,43.0369,74.7114,64.44,42,0,11.18,clear sky
628,Saint-Denis,FR,48.9167,2.3333,43.14,90,0,9.22,clear sky
629,Beloha,MG,-25.1667,45.05,80.96,62,50,5.28,scattered clouds
630,Robore,BO,-18.3333,-59.75,66.9,90,100,1.83,overcast clouds
631,Esmeraldas,BR,-19.7625,-44.3139,70.11,93,59,2.89,broken clouds
632,Blackwater,AU,-23.5833,148.8833,89.1,14,1,18.1,clear sky
633,Strathmore,CA,51.0501,-113.3852,47.61,75,99,8.05,overcast clouds
634,Mega,ET,4.05,38.3,67.01,65,4,14.72,clear sky
635,Ilhabela,BR,-23.7781,-45.3581,71.85,90,98,1.28,overcast clouds
636,Shubarshi,KZ,48.5872,57.1869,46.98,61,95,21.09,overcast clouds
637,Conceicao Da Barra,BR,-18.5933,-39.7322,73.09,94,6,3.69,clear sky
638,Virginia Beach,US,36.8529,-75.978,49.01,92,100,0.0,overcast clouds
639,Touros,BR,-5.1989,-35.4608,76.62,91,100,7.07,overcast clouds
640,Cap-Aux-Meules,CA,47.3821,-61.8597,30.22,69,26,26.46,scattered clouds
641,Zalaszentgrot,HU,46.9447,17.0792,40.96,93,100,3.38,light rain
642,Vila Do Maio,CV,15.1333,-23.2167,72.39,80,100,16.69,overcast clouds
643,Udachnyy,RU,66.4167,112.4,-6.56,52,100,16.08,overcast clouds
644,Wagga Wagga,AU,-35.1167,147.3667,66.6,58,84,18.59,broken clouds
645,Orlik,RU,52.5178,99.825,39.06,56,80,6.51,broken clouds
646,Adre,TD,13.4667,22.2,79.5,12,39,12.03,scattered clouds
647,Mbaiki,CF,3.8678,17.9892,75.87,68,82,1.45,broken clouds
648,Pak Phanang,TH,8.3511,100.202,97.03,50,67,10.02,broken clouds
649,Tarazona,ES,41.9,-1.7333,39.02,51,100,2.04,overcast clouds
650,Chara,RU,56.9064,118.2631,37.9,78,95,1.43,overcast clouds
651,Ordzhonikidze,KZ,52.4411,61.7408,31.96,35,0,8.68,clear sky
652,Sarkand,KZ,45.41,79.9186,57.85,34,33,18.23,scattered clouds
653,Zwedru,LR,6.0667,-8.1281,72.61,99,91,1.54,overcast clouds
654,Chengde,CN,40.9725,117.9361,64.27,12,0,13.65,clear sky
655,Port-Gentil,GA,-0.7193,8.7815,80.56,94,40,2.3,thunderstorm
656,Gourdon,FR,44.75,1.5,36.55,83,36,3.89,scattered clouds
657,Mao,ES,39.8885,4.2658,46.96,93,0,3.44,clear sky
658,Grindavik,IS,63.8424,-22.4338,48.15,87,75,27.63,broken clouds
659,Santa Marta,CO,11.2408,-74.199,80.89,74,75,5.99,broken clouds
660,Diu,IN,20.7141,70.9822,91.22,34,16,8.21,few clouds
661,Port Macquarie,AU,-31.4333,152.9167,76.89,41,1,5.37,clear sky
662,Bonthe,SL,7.5264,-12.505,79.05,86,35,5.73,scattered clouds
663,Chambersburg,US,39.9376,-77.6611,44.85,55,100,1.01,overcast clouds
664,Hermiston,US,45.8404,-119.2895,53.42,78,100,13.8,overcast clouds
665,Talakan,RU,50.3167,130.3667,45.52,36,6,6.46,clear sky
666,Kachkanar,RU,58.7,59.4948,36.16,46,37,11.7,scattered clouds
667,Balkanabat,TM,39.5108,54.3671,66.65,40,0,4.56,clear sky
668,Raudeberg,NO,61.9875,5.1352,39.96,67,50,3.4,scattered clouds
669,Cassilandia,BR,-19.1133,-51.7342,68.88,96,100,1.97,overcast clouds
670,Minna,NG,9.6139,6.5569,80.65,59,100,4.27,overcast clouds
671,Heswall,GB,53.3273,-3.0965,46.92,82,28,5.99,scattered clouds
672,Mankono,CI,8.0586,-6.1897,73.27,92,100,4.03,overcast clouds
673,Waverley,ZA,-25.7023,28.2591,66.9,70,0,0.0,clear sky
674,Challans,FR,46.8436,-1.8749,43.0,86,16,10.98,few clouds
675,Erzurum,TR,40.0,41.5,31.68,67,94,20.24,overcast clouds
676,Borcea,RO,44.3333,27.75,48.88,67,77,3.87,broken clouds
677,Abnub,EG,27.2696,31.1511,70.02,10,0,5.5,clear sky
678,Jawhar,SO,2.7809,45.5005,86.49,52,40,11.86,scattered clouds
679,Ferme-Neuve,CA,46.7001,-75.4493,13.82,98,60,3.11,broken clouds
680,Ilheus,BR,-14.7889,-39.0494,69.8,100,30,1.68,scattered clouds
681,Khor,RU,47.8861,134.9464,44.08,23,1,6.17,clear sky
682,Majene,ID,-3.5403,118.9707,83.46,70,100,15.03,overcast clouds
683,Santa Isabel,BR,-23.3156,-46.2214,67.3,98,98,2.06,overcast clouds
684,Akyab,MM,20.15,92.9,85.64,49,14,12.03,few clouds
685,Nizwa,OM,22.9333,57.5333,82.15,20,82,5.5,broken clouds
686,Acarau,BR,-2.8856,-40.12,75.56,91,79,6.33,broken clouds
687,Banyo,CM,6.75,11.8167,71.31,72,95,1.32,overcast clouds
688,Semporna,MY,4.4818,118.6112,90.25,48,29,7.4,scattered clouds
689,Iberia,US,29.9502,-91.7507,57.27,94,100,5.75,heavy intensity rain
690,Benjamin Constant,BR,-4.3831,-70.0311,73.53,99,100,2.53,overcast clouds
691,Launceston,AU,-41.45,147.1667,58.8,58,100,16.11,overcast clouds
692,Taraz,KZ,42.9,71.3667,59.41,55,45,2.24,scattered clouds
693,Liverpool,GB,53.4106,-2.9779,43.29,79,22,5.99,few clouds
694,Ilam,NP,26.9167,87.9167,79.79,23,25,7.45,scattered clouds
695,Biltine,TD,14.5333,20.9167,86.59,9,87,19.01,overcast clouds
696,Batamshinskiy,KZ,50.5594,58.2747,34.23,50,54,20.62,broken clouds
697,Aykino,RU,62.2248,49.9922,32.68,78,21,5.55,few clouds
698,San Cristobal,VE,7.7669,-72.225,66.38,71,100,1.01,overcast clouds
699,Nishihara,JP,26.1842,127.7558,69.85,49,40,26.46,scattered clouds
700,Nicoya,CR,10.1483,-85.452,75.81,73,100,4.21,overcast clouds
701,Ocampo,MX,21.65,-101.5,55.83,50,3,3.56,clear sky
702,Morondava,MG,-20.2833,44.2833,79.79,76,99,4.43,overcast clouds
703,Ucluelet,CA,48.9329,-125.5528,46.09,87,100,4.0,overcast clouds
704,Porto Nacional,BR,-10.7081,-48.4172,75.2,95,99,2.19,overcast clouds
705,Karratha,AU,-20.7377,116.8463,93.45,34,37,13.76,scattered clouds
